,X,Y_n
0,0.0,0.8936391301819513
1,1.0,1.0574397567472862
2,2.0,0.9109491934723042
3,3.0,0.9104827439572919
4,4.0,1.041564722642813
5,5.0,0.9960969478297411
6,6.0,1.1900621371036684
7,7.0,0.8319547606488538
8,8.0,0.8942294947920885
9,9.0,0.9076098194701362
10,10.0,0.812427928893543
11,11.0,0.8959365145490286
12,12.0,1.0248656610396853
13,13.0,0.9892639496686282
14,14.0,0.9324014964216176
15,15.0,0.8550148348397721
16,16.0,1.1994715188693787
17,17.0,0.9103457180768921
18,18.0,0.9700751186526902
19,19.0,0.8284077533909578
20,20.0,1.0452755688262714
21,21.0,1.0639901166530703
22,22.0,0.800090555719142
23,23.0,1.1145935469260708
24,24.0,1.095578185896119
25,25.0,1.12939022091569
26,26.0,0.8114239120163194
27,27.0,1.034445720329151
28,28.0,1.1087269226081262
29,29.0,0.9155231216037618
30,30.0,0.9405300069879068
31,31.0,0.8718537789434961
32,32.0,0.8451225614315349
33,33.0,0.9875755420695653
34,34.0,1.1842938530420293
35,35.0,1.0707109026367445
36,36.0,1.0624542529744203
37,37.0,1.0862714311837935
38,38.0,1.1752209906296953
39,39.0,0.839073372287168
40,40.0,1.166218881493074
41,41.0,1.0731551280998157
42,42.0,1.1296208129453147
43,43.0,1.1681492290721294
44,44.0,0.8904259692395317
45,45.0,1.1898080830515272
46,46.0,1.0900233705367763
47,47.0,0.8974493228832434
48,48.0,0.8948241924326732
49,49.0,0.9896974011071797
50,50.0,-0.17935791211098673
51,51.0,0.14973778889833328
52,52.0,-0.12775608752688195
53,53.0,-0.1258382463135666
54,54.0,0.1217335280942044
55,55.0,-0.05007510191184045
56,56.0,0.07229605433079006
57,57.0,0.07765493309276522
58,58.0,0.1968532989997402
59,59.0,-0.13272891801566758
60,60.0,-0.005906084493816077
61,61.0,-0.14634088943941292
62,62.0,-0.12408841196639982
63,63.0,-0.11261379768915095
64,64.0,0.1896414123042744
65,65.0,0.025409118831632188
66,66.0,0.15514824134951244
67,67.0,0.19863511366120118
68,68.0,0.01335618837882957
69,69.0,-0.15781520985130473
70,70.0,-0.18346727161956067
71,71.0,-0.1152145425396673
72,72.0,-0.006214352916191601
73,73.0,0.12122914432214893
74,74.0,-0.17836818562354306
75,75.0,-0.15415961636314482
76,76.0,0.0514438722832386
77,77.0,-0.05011982309917848
78,78.0,0.10541027532999814
79,79.0,0.11653139210175073
80,80.0,0.011681053398504337
81,81.0,0.1226437266852915
82,82.0,0.003583385600136685
83,83.0,-0.0757304468135752
84,84.0,-0.1954967298915502
85,85.0,-0.034410358112589856
86,86.0,-0.018125032456222406
87,87.0,0.14770519046044184
88,88.0,-0.15351374962230815
89,89.0,-0.11197406551323748
90,90.0,0.023616669091509973
91,91.0,0.07734207974112267
92,92.0,-0.11571556079553398
93,93.0,0.17726789196061338
94,94.0,0.020005948362319004
95,95.0,0.030614621828038535
96,96.0,0.19162523396557501
97,97.0,0.18133511766432248
98,98.0,-0.14998481326486154
99,99.0,-0.15280587998241627
100,100.0,-0.030760305537768373
101,101.0,0.15784002028170813
102,102.0,-0.1946464254407645
103,103.0,0.07065507593497106
104,104.0,0.03847548915795257
105,105.0,0.0514107137334624
106,106.0,0.05658714499255568
107,107.0,-0.1710038197678348
108,108.0,-0.06301680102303839
109,109.0,-0.11312553579545237
110,110.0,0.10408163138416299
111,111.0,-0.13594925274852698
112,112.0,-0.08487758822271269
113,113.0,-0.13190292981229618
114,114.0,0.09672994341842578
115,115.0,0.032998042483089796
116,116.0,-0.08354873245046313
117,117.0,-0.04484906332264543
118,118.0,0.0783373070961827
119,119.0,-0.10091505486894557
120,120.0,-0.17391320317255637
121,121.0,0.14388837251476677
122,122.0,0.053146003404406617
123,123.0,0.15493803889961483
124,124.0,0.11134721737553832
125,125.0,-0.19154820790797947
126,126.0,0.10434473403017497
127,127.0,-0.010022536800462445
128,128.0,-0.057799839616745535
129,129.0,-0.017827815003723074
130,130.0,0.16934002273563098
131,131.0,-0.15321035437788288
132,132.0,-0.07169778347116657
133,133.0,-0.09564612892745838
134,134.0,0.12500034465045323
135,135.0,0.11759069693117857
136,136.0,-0.1302352873393634
137,137.0,0.10045839394565886
138,138.0,0.010556799203422507
139,139.0,0.07103761515401097
140,140.0,0.08789279593914096
141,141.0,-0.033664013621073435
142,142.0,0.04321521697615377
143,143.0,-0.09182148558173658
144,144.0,-0.07859110713158889
145,145.0,-0.19381936131439953
146,146.0,0.14141379473889254
147,147.0,0.01488347192575401
148,148.0,0.19977047101454998
149,149.0,0.1972689456867649
150,150.0,0.9001880894963155
151,151.0,1.1013911203974316
152,152.0,0.9118183055018456
153,153.0,1.1725003322534766
154,154.0,0.9528441961438072
155,155.0,0.9647006055396841
156,156.0,0.9822347772366031
157,157.0,0.9354467258428727
158,158.0,1.1005922019554721
159,159.0,0.8368651224592608
160,160.0,1.0960251448679972
161,161.0,0.8607988396366136
162,162.0,0.9267759300669789
163,163.0,1.1060611383940315
164,164.0,1.0224545421129543
165,165.0,1.0166618944296326
166,166.0,0.8872645926779772
167,167.0,1.1857820084195485
168,168.0,0.9675722235508023
169,169.0,1.015300724976787
170,170.0,1.1424968342781427
171,171.0,1.180742100982282
172,172.0,0.9757899512426434
173,173.0,0.8785757989643473
174,174.0,0.8888631589796967
175,175.0,1.1862432797392517
176,176.0,1.0726592904863506
177,177.0,0.8669952340132118
178,178.0,1.0491260841133232
179,179.0,1.0278506742394198
180,180.0,0.9249772370333227
181,181.0,1.0609078979365574
182,182.0,1.093495726309468
183,183.0,1.0117058240283332
184,184.0,1.1851608276399963
185,185.0,1.1596242712740508
186,186.0,1.1147688179693287
187,187.0,0.8441602061288884
188,188.0,1.1235363049287257
189,189.0,0.9289910984810696
190,190.0,0.9868989442645422
191,191.0,0.9898858138071845
192,192.0,1.0458575488597077
193,193.0,0.9044683466642683
194,194.0,1.060054269207373
195,195.0,1.1805873481626359
196,196.0,1.0466014299527497
197,197.0,1.1371701789801234
198,198.0,0.8611678753982116
199,199.0,1.0546624482463984
200,200.0,0.9682480739291357
201,201.0,1.1139242942412713
202,202.0,1.121811292729982
203,203.0,1.0224768238162372
204,204.0,1.074827122197227
205,205.0,1.1176153164081917
